DATE,PRCP,TMAX,TMIN
2018-02-27,28,6.2999999999999998,-1.3
2018-03-16,51,17.100000000000001
2018-05-04,36,19.100000000000001,13.6
2018-05-13,0,22.199999999999999
2018-06-21,0,28,18
2018-06-25,79,25.800000000000001
2018-07-06,0
2018-07-25,0,29,17.800000000000001
2018-08-11,0,,19.899999999999999
2018-10-03,0,25.300000000000001,10.5
2018-10-28,150,22.600000000000001
2018-11-03,23,19.399999999999999
2018-11-15,3,20.199999999999999,9.5
2018-11-23,3,22.100000000000001
2018-11-24,5
2018-11-27,84
2018-12-25,0,,5.9000000000000004
2018-12-26,0,15.300000000000001,4.7999999999999998
2018-01-02,0,14.4
2018-01-03,0,17.300000000000001,7.0999999999999996
2018-01-07,0,21.600000000000001,9.8000000000000007
